epoch,train_acc,train_loss,test_acc,test_loss,gpu_memory
0,6.144,4.188191246803459,8.67,3.9125467777252196,917.99462890625
1,10.37,3.8781949217667053,13.1,3.640629827976227,917.99462890625
2,14.608,3.641043737416377,17.78,3.355857139825821,917.99462890625
3,19.226,3.382024691842706,23.62,2.985084980726242,917.99462890625
4,24.082,3.118790249080609,27.5,2.8713014245033266,917.99462890625
5,27.666,2.937272254768235,27.52,2.8581582427024843,917.99462890625
6,30.692,2.8121121271187084,33.44,2.551974368095398,917.99462890625
7,33.074,2.7054189611273958,34.89,2.485239028930664,917.99462890625
8,34.346,2.646914292479415,37.9,2.385000044107437,917.99462890625
9,35.83,2.594926004824431,36.36,2.488564783334732,917.99462890625
10,37.062,2.5411270359897857,40.56,2.2618687570095064,917.99462890625
11,38.116,2.502330864786797,39.47,2.310557073354721,917.99462890625
12,38.598,2.475714599994747,39.74,2.3473026156425476,917.99462890625
13,39.334,2.450307800336872,40.58,2.272172915935516,917.99462890625
14,39.844,2.4252266874703605,40.82,2.255743998289108,917.99462890625
15,40.53,2.402181289385042,42.03,2.1830004125833513,917.99462890625
16,40.668,2.3828735095460702,41.0,2.246114319562912,917.99462890625
17,41.188,2.361648120538658,41.9,2.2183805823326113,917.99462890625
18,41.366,2.354971639945379,38.98,2.308957952260971,917.99462890625
19,41.792,2.3386769145346054,43.23,2.1680208116769792,917.99462890625
20,41.826,2.330267525085098,40.62,2.294429433345795,917.99462890625
21,42.332,2.309314420156162,42.84,2.17143796980381,917.99462890625
22,42.712,2.2970302864108856,39.47,2.358753579854965,917.99462890625
23,43.088,2.28801336526261,40.46,2.217707481980324,917.99462890625
24,43.376,2.2806855946245705,42.2,2.194788408279419,917.99462890625
25,43.454,2.274827284581216,41.23,2.265877377986908,917.99462890625
26,43.672,2.261010093762137,44.79,2.073804086446762,917.99462890625
27,43.726,2.2630999646223415,42.09,2.1904210329055784,917.99462890625
28,44.006,2.2530412902612516,41.42,2.276275968551636,917.99462890625
29,44.198,2.2413695385998778,43.37,2.151638609170914,917.99462890625
30,44.326,2.2355016058363266,40.59,2.3718721508979796,917.99462890625
31,44.576,2.229561007846042,40.2,2.379741406440735,917.99462890625
32,44.66,2.224589796627269,43.42,2.2154403626918793,917.99462890625
33,44.488,2.216425624649848,47.23,2.015172278881073,917.99462890625
34,45.07,2.2015983713862233,44.5,2.141835871338844,917.99462890625
35,44.902,2.204303166445564,47.69,1.954446756839752,917.99462890625
36,45.002,2.1985497880164924,42.3,2.265761172771454,917.99462890625
37,45.1,2.196503876420238,44.94,2.075193938612938,917.99462890625
38,45.054,2.1935157928320455,44.33,2.1851773858070374,917.99462890625
39,45.462,2.1832525705742407,43.06,2.157573539018631,917.99462890625
40,45.134,2.183394757683015,40.39,2.361948812007904,917.99462890625
41,45.456,2.1817022037628058,42.76,2.1975600510835647,917.99462890625
42,45.456,2.1779328993214366,46.45,2.0570272743701934,917.99462890625
43,45.512,2.173160978290431,44.74,2.121233972907066,917.99462890625
44,45.834,2.1707407760498163,43.77,2.143195378780365,917.99462890625
45,45.668,2.1697268397606853,45.23,2.130634734034538,917.99462890625
46,45.992,2.1580663312731496,42.6,2.1977408587932588,917.99462890625
47,46.272,2.155632705029929,44.66,2.1770020097494127,917.99462890625
48,45.572,2.1567602755163637,42.98,2.1686466544866563,917.99462890625
49,46.042,2.148302573072331,42.92,2.1611623585224153,917.99462890625
50,45.992,2.1470717045352283,45.96,2.064743256568909,917.99462890625
51,46.066,2.147590658243965,43.56,2.183265116810799,917.99462890625
52,45.93,2.1467311982913397,45.57,2.075574266910553,917.99462890625
53,46.43,2.1371141928236197,47.75,1.994646742939949,917.99462890625
54,46.458,2.135536819162881,36.12,2.5477647602558138,917.99462890625
55,46.32,2.144738480258171,46.76,2.049259918928146,917.99462890625
56,46.58,2.133009870948694,47.08,1.9981040209531784,917.99462890625
57,46.302,2.1351412754229573,42.1,2.2653046905994416,917.99462890625
58,46.55,2.131744674709447,43.74,2.1192737370729446,917.99462890625
59,46.63,2.1275124519377413,44.84,2.1396679431200027,917.99462890625
60,46.742,2.1182037140707224,45.23,2.0564463049173356,917.99462890625
61,46.628,2.122784956946702,46.74,2.0578719437122346,917.99462890625
62,46.568,2.118231552031339,43.77,2.1344101995229723,917.99462890625
63,46.898,2.1122530052424087,42.5,2.22127286195755,917.99462890625
64,46.564,2.1208971705278166,46.94,2.0377298563718798,917.99462890625
65,46.83,2.1096116450741467,46.04,2.081202748417854,917.99462890625
66,46.726,2.1161504322305666,40.37,2.385275864601135,917.99462890625
67,46.934,2.1140563689229435,41.93,2.2725333511829375,917.99462890625
68,46.902,2.1112112529442437,46.37,2.062281012535095,917.99462890625
69,47.052,2.1086166828794553,46.61,1.9912052392959594,917.99462890625
70,46.896,2.1103574339386144,42.02,2.2680145025253298,917.99462890625
71,47.112,2.1076563834534277,42.47,2.3244389653205872,917.99462890625
72,46.962,2.1069978704233,45.32,2.1023464262485505,917.99462890625
73,47.03,2.103894555355277,46.8,2.010337081551552,917.99462890625
74,47.278,2.095165797816518,39.1,2.48648978471756,917.99462890625
75,47.044,2.102734711468982,44.92,2.075888675451279,917.99462890625
76,47.276,2.095477284982686,43.16,2.284241032600403,917.99462890625
77,47.538,2.093535124493377,47.04,2.009664681553841,917.99462890625
78,47.284,2.097583182632466,45.28,2.1012175023555755,917.99462890625
79,47.022,2.094515441018907,41.88,2.2567584723234178,917.99462890625
80,47.184,2.0897531808184846,46.34,2.0778684079647065,917.99462890625
81,47.196,2.086594474894921,47.24,2.0238883554935456,917.99462890625
82,47.208,2.083910998785892,43.52,2.178024020791054,917.99462890625
83,47.172,2.0937153582682697,43.65,2.1783911883831024,917.99462890625
84,47.676,2.085871973001134,45.46,2.1083050072193146,917.99462890625
85,47.344,2.082763342601259,45.04,2.0883444368839266,917.99462890625
86,47.642,2.0820687591572247,42.75,2.2880329370498655,917.99462890625
87,47.632,2.0779170919867123,44.57,2.173050308227539,917.99462890625
88,47.59,2.0728378259312468,47.89,2.0127644389867783,917.99462890625
89,47.794,2.0751295361067634,45.87,2.0703073918819426,917.99462890625
90,47.458,2.084947510448563,45.9,2.066549223661423,917.99462890625
91,47.768,2.0721013030737563,46.17,2.062513017654419,917.99462890625
92,47.492,2.0763915164391404,42.1,2.2729158252477646,917.99462890625
93,47.478,2.078739471752625,44.31,2.1119092047214507,917.99462890625
94,47.972,2.0702276610962267,46.35,2.033412131667137,917.99462890625
95,47.732,2.073146964582946,44.45,2.1922183990478517,917.99462890625
96,47.858,2.06415101725732,46.79,2.0320649683475493,917.99462890625
97,47.798,2.0746773835033405,44.78,2.204932725429535,917.99462890625
98,47.716,2.067723206242027,40.13,2.386926555633545,917.99462890625
99,47.878,2.068718368135145,47.55,2.015237933397293,917.99462890625
100,47.7,2.0651547503288445,49.08,1.9382702589035035,917.99462890625
101,47.39,2.0721315407692016,45.82,2.0114898175001144,917.99462890625
102,47.636,2.0730805503742773,42.48,2.2304045051336288,917.99462890625
103,47.434,2.077309978892431,43.87,2.1405494779348375,917.99462890625
104,47.794,2.069317594818447,44.39,2.0944250762462615,917.99462890625
105,47.714,2.0758655296872033,47.86,2.0046983808279037,917.99462890625
106,47.49,2.0743935068550012,44.38,2.12819741666317,917.99462890625
107,47.802,2.066455017880101,44.18,2.1391668379306794,917.99462890625
108,47.728,2.0646921899312596,43.56,2.202544105052948,917.99462890625
109,48.17,2.059360658421236,42.28,2.2801230609416963,917.99462890625
110,47.528,2.0672871252459943,45.75,2.1143354028463364,917.99462890625
111,47.956,2.058646571910595,45.19,2.0880944967269897,917.99462890625
112,48.034,2.055558935150771,41.78,2.3554057657718657,917.99462890625
113,48.1,2.060932202107461,43.36,2.252418968081474,917.99462890625
114,47.618,2.062560790640009,43.46,2.2577920973300936,917.99462890625
115,48.216,2.0564317950202375,45.28,2.1010923951864244,917.99462890625
116,47.686,2.05564969488422,41.86,2.3234731554985046,917.99462890625
117,47.86,2.0616858502483124,47.87,1.9815986156463623,917.99462890625
118,47.716,2.058731758685978,45.92,2.1025119930505753,917.99462890625
119,48.204,2.0518993663665888,46.05,2.070866671204567,917.99462890625
120,48.1,2.0586794376983057,45.69,2.082739305496216,917.99462890625
121,47.776,2.0621256300860353,44.24,2.115633153915405,917.99462890625
122,47.936,2.058850924072363,40.67,2.3234826266765594,917.99462890625
123,47.816,2.053178482958118,45.09,2.129421406984329,917.99462890625
124,47.904,2.0542349202553636,47.2,2.0360606878995897,917.99462890625
125,48.194,2.0566791908820266,47.0,2.0693925350904463,917.99462890625
126,48.058,2.0535034871162354,46.94,2.0679350972175596,917.99462890625
127,48.14,2.051257562454399,46.38,2.019848257303238,917.99462890625
128,48.264,2.0464372799524564,43.13,2.1982785671949387,917.99462890625
129,47.99,2.047337548812027,48.26,1.959342795610428,917.99462890625
130,47.988,2.052773911324913,45.02,2.1199773997068405,917.99462890625
131,48.016,2.051465405527588,42.56,2.3277557730674743,917.99462890625
132,47.95,2.0507426063727845,45.25,2.1239946633577347,917.99462890625
133,48.28,2.0408073258217034,45.58,2.070216324925423,917.99462890625
134,48.192,2.046820933861501,45.33,2.1196808248758314,917.99462890625
135,48.19,2.039768925103385,48.22,1.9569964706897736,917.99462890625
136,48.228,2.0450039452604014,45.94,2.088123860955238,917.99462890625
137,47.876,2.048043025119225,44.43,2.145705077052116,917.99462890625
138,48.234,2.0441641655114604,44.6,2.133305385708809,917.99462890625
139,48.266,2.044562327892274,40.66,2.3214673340320586,917.99462890625
140,48.27,2.0415812956402672,46.96,2.0246970385313032,917.99462890625
141,48.256,2.046667717911703,47.5,2.000298884510994,917.99462890625
142,48.398,2.036141389776069,46.21,2.076723486185074,917.99462890625
143,48.372,2.0425454881185154,44.05,2.1830558121204375,917.99462890625
144,48.182,2.039944461544456,41.77,2.221478059887886,917.99462890625
145,48.152,2.0445811236301044,45.64,2.106453371047974,917.99462890625
146,48.3,2.0379376262045272,44.03,2.2375847905874253,917.99462890625
147,48.122,2.034460836664185,44.28,2.2055186450481417,917.99462890625
148,48.586,2.0371682589011426,44.32,2.152936524152756,917.99462890625
149,48.106,2.0450841831734112,46.34,2.0781585067510604,917.99462890625
150,48.37,2.0366253523570497,46.45,2.0234013468027117,917.99462890625
151,48.414,2.0353408689084262,47.3,2.0242387145757674,917.99462890625
152,48.228,2.034547443585018,46.44,2.044226410984993,917.99462890625
153,48.318,2.037920039937929,44.55,2.09591506421566,917.99462890625
154,48.126,2.0431867511680974,43.7,2.1475871711969376,917.99462890625
155,48.424,2.0362147720878387,41.95,2.3229304969310762,917.99462890625
156,47.828,2.041203667745566,46.05,2.0728290557861326,917.99462890625
157,48.472,2.036816090574045,40.24,2.4158798336982725,917.99462890625
158,48.502,2.029858269045115,48.59,1.9622782349586487,917.99462890625
159,48.672,2.033642024335349,42.24,2.248354986310005,917.99462890625
160,48.272,2.029397316296082,47.09,2.0283222645521164,917.99462890625
161,48.454,2.03306285621565,43.54,2.2316110134124756,917.99462890625
162,48.564,2.0230357506695915,43.08,2.2410240083932877,917.99462890625
163,48.344,2.035555280992747,45.72,2.044541281461716,917.99462890625
164,48.442,2.0324660990854055,38.81,2.4895962476730347,917.99462890625
165,48.414,2.0392706061872983,46.35,2.106036525964737,917.99462890625
166,48.72,2.0211077681587786,43.95,2.124850407242775,917.99462890625
167,48.434,2.032587806587024,47.22,2.056257703900337,917.99462890625
168,48.47,2.0291801858741,42.02,2.304785516858101,917.99462890625
169,48.698,2.0293982172256237,44.05,2.2613002836704252,917.99462890625
170,48.61,2.018610151527483,45.64,2.159806051850319,917.99462890625
171,48.65,2.021405219117089,44.08,2.2113113343715667,917.99462890625
172,48.5,2.030875505693733,48.64,1.9736971408128738,917.99462890625
173,48.64,2.0246694398962934,43.02,2.2592948138713838,917.99462890625
174,48.382,2.026027527916462,46.81,1.983242893218994,917.99462890625
175,48.468,2.026703797337954,43.2,2.20251359641552,917.99462890625
176,48.936,2.012245751707755,46.66,2.0862532556056976,917.99462890625
177,48.532,2.0314807108296153,45.57,2.0707404911518097,917.99462890625
178,48.604,2.017131829200803,44.78,2.198848509788513,917.99462890625
179,48.398,2.022309676765481,46.31,2.0431801706552504,917.99462890625
180,48.652,2.0261177184331753,44.44,2.1110792607069016,917.99462890625
181,48.624,2.027560323705454,47.85,2.061525472998619,917.99462890625
182,48.35,2.0306532666506363,43.46,2.173279955983162,917.99462890625
183,48.672,2.0216537128628977,41.58,2.353935432434082,917.99462890625
184,48.41,2.025519722867805,30.49,2.9288188099861143,917.99462890625
185,48.564,2.0286845477950544,46.32,2.0917858481407166,917.99462890625
186,48.504,2.024366875743622,42.95,2.199716365337372,917.99462890625
187,48.654,2.023922669003382,45.35,2.123448258638382,917.99462890625
188,48.918,2.018895230634743,46.55,2.02247868180275,917.99462890625
189,48.744,2.0169314752759226,47.7,2.0158298939466475,917.99462890625
190,48.24,2.0326165927340614,40.63,2.4662692189216613,917.99462890625
191,48.498,2.025587268802516,43.5,2.183115077018738,917.99462890625
192,48.868,2.023514379625735,43.22,2.2221132040023805,917.99462890625
193,48.416,2.0285981521582053,46.4,2.0776761770248413,917.99462890625
194,48.64,2.022042317463614,46.41,1.997922557592392,917.99462890625
195,48.744,2.0162936930766193,43.55,2.167262315750122,917.99462890625
196,48.392,2.024669483799459,46.06,2.1147677689790725,917.99462890625
197,48.486,2.025040839029395,44.38,2.1521809220314028,917.99462890625
198,48.628,2.021405909677296,44.6,2.1462328374385833,917.99462890625
199,48.666,2.0171643605317606,45.48,2.1392522722482683,917.99462890625
